text,label,veracity_label
I've redone the #CharlieHebdo comic. I can't stop thinking about what happened. ,0,1
Update - AFP reports at least two people killed after shooting at kosher grocery in eastern #Paris in which at least five were taken hostage,1,0
→ Charlie Hebdo attack: Hunt for killers focuses on northern France #CharlieHebdo 485 ,1,1
1st they came for the Jews. Then they came for the Jews again &amp; again... then they came for #CharlieHebdo. Then they came for the Jews again,0,1
Lufthansa and Germanwings have established a telephone hotline. The toll-free 0800 11 33 55 77 number is available to all the families 3/5,0,1
"BREAKING: confirm one death on Parliament Hill. 3 separate shootings: War Memorial, Hill and ""near Rideau Centre"" ",1,0
Minute of silence for #CharlieHebdo. My heart is with France. Together we will protect our values ,0,1
"My prayers go out to everyone who's involved in the disaster in Sydney, hope everyone will get out safe!",0,1
Charlie Hebdo will print a million copies of its next edition with government and Google help ,0,1
FUCK THE MONDAY AND THE FUCKING AUSTRALIA TERRORIST FOREVER #sydneysiege,0,1
Please note Twitter had the #Ferguson story BEFORE ALL national news outlets. But keep telling me how Twitter doesn't matter. 😒,0,1
Very sad that someone died in Ottawa. Who has to die in a country to mobilize it for war? Is this what it takes? Is that where we are going?,0,1
We are deeply saddened and concerned by the events unfolding in #Ottawa this morning. Our thoughts are with residents &amp; first responders.,0,1
. just left #Toronto fans out in the cold. Reaction: #Prince ,1,2
"Germanwings statement says Flight 4U9525 crashed at 11:20 local time; 144 passengers, 6 crew on board - ",1,1
#Putin a person with so much power in his hands a cold can cause a national panic #putindead ,0,1
#Charlie Hebdo. It was press day at the magazine so all important staff were there. Now 10 assassinated along with 2 police officers.,1,1
#OTTAWA police are asking Facebook and twitter users to stop reporting police locations,0,1
Cowards~ Liberal Media Refuses To Show #CharlieHebdo Cartoons! But #RedNationRising Is NOT! #IslamIsTheProblem ,0,1
A Muslim lady took off her scarf out of fear after the Sydney Siege &amp; is comforted by strangers. #illridewithyou ,0,1
Last position of the #GermanWings Airbus A320 passenger jet that crashed in the French Alps ,0,1
"So, to sum up: 1) Darren Wilson KNEW NOTHING of the robbery, 2) shot #MikeBrown over jaywalking, and 3) was allowed to escape #Ferguson.",1,0
"BREAKING: Gunfire, hostages taken in Dammartin-en-Goële, east of Paris, as police chase suspected #CharlieHedbo attackers",1,0
"Police now on the move, advancing on the crowd. #MikeBrown #Ferguson",0,1
#JeSuisCharlie - a brilliant image by . Let's all stick our pencils up in defiance. ,0,1
Authorities have confirmed that #sydneysiege is now over after police storm the building: ,0,1
"Indians : OMG OMG. Can't believe this. God is Cruel. #sydneysiege Today, Bomb Blast in Imphal. Indians: Where is Imphal?",0,1
Breaking: Sydney On Lockdown as Dramatic Siege Unfolds #sydneysiege ,1,1
"MT The sort of free expression all authoritarians tolerate, from Syrian artist Ali Farzat. #JeSuisCharlie ",0,1
Media Advisory - Update on the current operation with respect to the shootings in the Ottawa downtown core ,0,1
"Sorry, tweeting #JeSuisCharlie doesn't cut it. That doesn't defy Islamism. It's pretend courage. Publish the cartoons ",0,1
"Second thought: Only way to pay respect to those who died is by defending the rights that Charlie Hebdo defended, and in as upfront a way.",0,1
Chief of Defence Staff MT : Surreal photos out of Ottawa: VIP escorted on Sparks St ,0,1
#CharlieHebdo cartoon attributed to #banksy is really by #JeSuisCharlie ,1,0
"JUST IN: White House official: Pres. Obama briefed on hostage situation in Sydney, Australia - ",0,1
The protest is turning into a memorial and moving from the #Ferguson Police HQ to the street where #MikeBrown was killed.,0,1
Israeli news is carrying a live interview with a woman whose niece is one of the hostages in #Paris. Niece is inside with a 6-month-old baby,1,1
#KevinVickers hailed as hero who took down attacker at Parliament Hill #OttawaShooting ,1,1
Thousands of New Yorkers shut down Times Square in support of #JusticeForMikeBrown #Ferguson ,0,1
"If you tweeted #JeSuisCharlie, now we need you to tweet #JeSuisJuif",0,1
BREAKING: Prince confirms he is playing a surprise show tonight in the pillows section of Toronto's former Big Bop concert hall.,1,2
New York Times just reporting one of the pilots was locked out of the cockpit before it crashed #Germanwings #cbc,1,1
"BREAKING: Name of co-pilot of crashed #Germanwings flight #4U9525 was German, Named Andreas Lubitz ",1,1
"Israeli PM #Netanayahu calls PM Harper to extend condolences for #Ottawa shooting, express full support for Canada's fight against terror.",0,1
#BREAKING: Reports hostages can be seen running from the Lindt building in the latest development of the Sydney #siege. #9News,1,1
#BREAKING: At least two people have died following the #SydneySiege. 5 people are being treated by paramedics.,1,1
Up to 20 held hostage in Sydney Lindt Cafe siege ,1,0
"As the #Sydneysiege drags on and bigotry flares up, Australians are saying #illridewithyou in solidarity with the Muslim community.",0,1
MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings ,1,1
We have reached peak stupid ,0,1
Is Prince playing a surprise Massey Hall show tonight? ,1,2
Stop racism now. Sydney is a beautiful multicultural city #illridewithyou Please share this for me and help Sydney. ,0,1
READ MORE: Second hostage situation unfolding in eastern Paris ,0,1
Several European news agencies reporting an accident involving a Germanwings Airbus A320 in southern France. Developing... #breaking,1,1
"And do it GoT style, please : Life advice. #JeSuisCharlie ",0,1
People evacuating via small ladders (above the Lindt cafe) #sydneysiege #MartinPlaceSiege Photo by ,0,1
Ottawa. Prayers up! #CANADA,0,1
RT : TORONTO: In case you missed it are saying no Prince shows either today or tomorrow.,1,2
"BREAKING: Two brothers suspected of #CharlieHebdo terror attacks in Paris killed, according to reports in France ",1,1
Ex-KGB Yuri Shvets at #Litvinenko inquiry-#Putin in w drug smuggling ring #Putindead #Russia ,0,1
 Little doubt putin &amp; his mistress were last week in Lugano &amp; gave birth to a daughter! ,1,2
My heart goes out to #Ottawa and all those who have had violence and sickness force it's way into their lives. #LoveForCanada #LiveInLove,0,1
Germanwings flight 4U9525 crashes in French Alps: a 'dark day' for Lufthansa if #4U9525 fears realised - live ,0,1
BREAKING: Police official confirms that 12 have died in the attack on the #CharlieHebdo headquarters ,1,1
"One million copies of Charlie Hebdo, rather than the usual 60,000, will be printed next week ",0,1
Brilliant by #CharlieHebdo ,1,0
For people to even try and say that the Paris shootings were staged is disgusting. Ahmed was murdered in broad day light. #JeSuisCharlie,0,1
RCMP saying stay away from windows if you are in downtown Ottawa,0,1
What we know about the suspected #CharlieHebdo gunmen: ,0,1
The people tweeting from the scene of the #CharlieHebdo attack ,0,1
"After the whistleblower revealed what was happening, he was summarily harassed, got drug tests, car taken &amp; transferred. #Ferguson #StLouis",0,1
French police set up checkpoints 12 miles from a gas station where #CharlieHebdo suspects were reported seen ,0,1
#illridewithyou: Australians stand up to racism following #sydneysiege ,0,1
French police release pic of two suspects from Thursday shooting of officer as hostage situation unfolds in Paris: ,0,1
"Frank Gardner BBC: ""There are elements of Four Lions here. The gunman has the wrong flag. He is asking for the ISIL flag to be delivered.""",1,1
#BREAKING: Reports of shots fired on Parliament Hill,1,1
Spy agencies and their advocates waste no time in using Paris attacks to push for more eg #mi5 powers and resources ,0,1
"When an ideology resorts to murdering satirists, it is publically admitting how weak, insecure &amp; ridiculous it is. #CharlieHebdo",0,1
"Germany: 3 works in #Gurlitt collection itentified as Nazi-loot to be returned to families immediately; Matisse, Max Liebermann, Spitzweg.",0,1
Secret Prince Show Rumored for Toronto Tonight ,1,2
Gunman Takes Hostage In Paris Shop - Report ,1,0
"Extended Video: Guns raised, officers rush towards ",1,0
"BREAKING: #Ferguson both lanes of W Florissant Ave blocked again, crowd chanting ""They say get back, we say fuck that"" tact teams driving up",0,1
I admire the way Canadians are responding to the #ottawashooting. Keeping the focus on the victims rather than the perpetrators.,0,1
"Look, if Obama had cut taxes on the rich, then they'd all buy private jets and flight safety would just trickle down to #Germanwings",0,1
#Ferguson protestors have shut down a major intersection ,0,1
Charlie Hebdo to Print 1 Million Copies in Defiance After Attack via ,0,1
Follow this list for journalists &amp; media outlets covering #CharlieHebdo attack aftermath: ,0,1
BREAKING: Five have now escaped a hostage situation at a cafe in downtown Sydney #sydneysiege ,1,1
"No, don't know where #Putin is but no coup's today #Russia -- ever rational on current tea cup storm",1,2
Hearts and prayers go out to everyone affected by the shootings in Ottawa today.,0,1
"Brilliant #CharlieHebdo satirists did not attack #Islam, but poked fun @ #intolerance &amp; #extremism of all kind inc #racism &amp; #islamophobia.",0,1
How to respond to the murderous attack on Charlie Hebdo? Every newspaper in the free world should print this. ,0,1
"OTTAWA SHOOTING - Soldier shot at memorial has died: Globe, CTV - Harper to speak later today ",1,1
Newspaper front pages after the attack on Charlie Hebdo – in pictures ,0,1
"This exchange is definitely the best thing to come out of Twitter, ever. #Ferguson ",0,1
Another account of what happened to #MikeBrown #JusticeForMikeBrown #STL #FERGUSON,1,0
Here's everything we know so far about the #sydneysiege. Dozens of hostages are being held. ,1,1
88-year-old Creola Mccalister has joined the youth in #Ferguson ,0,1
Proudly at his post #NathanCirillo This nation thanks you and your family #OttawaShooting ,1,1
The new world we live in #CharlieHebdo ,0,1
"No matter how much you try to bring us down, one thing about Australian's is we ALWAYS stand together! 👍 #SydneySiege ",0,1
Sunni extremists behind #CharlieHebdo attack have no issues mocking Shia holy figures in their own cartoons: ,0,1
Anti-terror police close in on #CharlieHebdo suspects in tiny French village ,0,1
. : We have to stop the idea that we can just LET PEOPLE FREE from GITMO #ParisShooting #JeSuisCharlie ,0,1
"""Being a poor, black American makes you vulnerable; living in a poor, black area renders you collateral"" #Ferguson ",0,1
Congress considering legislation to demilitarize local police in wake of #Ferguson brutality ,0,1
"Hostages inside the siege have told Australia's that the gunman, calling himself ""The Brother"", has two bombs inside.",1,1
For the 1st time since World War II there’ll be no Friday service in the Paris Grand Synagogue. At loss of words. #JeSuisJuif #JeSuisCharlie,0,1
"Forget truth, today even satire is unacceptable. #CharlieHebdo",0,1
German Wings airline tweeting now about reports of plane crashing in French Alps with 148 on board: ,1,0
"St. Louis County police tell me woman shot in the head and that a Lt. on scene said she's ""alert and gonna live."" #Ferguson",0,1
. changes Twitter pic to #JeSuisCharlie #CharlieHebdo ,0,1
Our vantage point on the gunfire and explosions in Dammartin ,0,1
Germanwings Airbus A320 crashes in French Alps - live updates ,0,1
"""No contact with #SydneySiege armed offender at this stage"": ",0,1
#Picture IS terrorist scum executes injured police man in #Paris. #CharlieHebdo ,0,1
BREAKING: Co-pilot was Muslim convert ,1,0
This illustration by says it all. #JeSuisCharlie ,1,0
"If rightwing radical Christians were killing people in U.S. &amp; Europe, would the hard left be bleating about Christianophobia? #JeSuisCharlie",0,1
Watch as bullets fly inside hallways of Parliament Hill #Ottawa,1,1
"Breaking: automatic gunfire reported at Montrouge near Paris. Gunmen escaped in metro, say French reports ",1,1
"The whistleblower said the #StLouis PD told the Black officers, ""Oh, not you... you're the good guys."" #Ferguson",0,1
How come HR organisations in the west give awards to supporter of such actions as who was awarded by Karama 2013 #CharlieHebdo,0,1
"Canada identifies Muslim convert Michael Zehaf-Bibeau as suspected shooter in Ottawa attack, U.S. officials tell CNN. #OttawaShooting",1,1
Swiss museum decides to accept Gurlitt Nazi-era art trove ,1,1
We continue to monitor the situation in #Sydney closely. I've been in touch with and expressed our thoughts and prayers.,0,1
Brilliant. #JeSuisCharlie via ,0,1
Thousands tweet declaring their solidarity with Muslims. #IllRideWithYou #sydneysiege ,0,1
"The #Germanwings co-pilot was not a Muslim, so he could not have been a terrorist. He was depressed. 😒 ",1,0
Thoughts and Prayers with everyone in Ottawa (our office is here in Capital) right now on Parliament Hill with shots fired #PrayForOttawa,1,1
30 years of New Yorker's caricatures on Russia. #putindead ,0,1
#BREAKING: The gunman behind the #SydneySiege has been named as Man Monis ,1,1
"Let us condemn the""Sydney cafe seize""&amp; pray for the safe return of hostages. Let's unite to prevent such acts of violence across the world",1,1
Police in #Ferguson once charged a man w/ destruction of property for bleeding on their uniforms after they beat him ,1,0
Is Prince really playing Massey Hall tonight? These folks sure hope so. Lineup surprisingly short. ,1,2
Grand Mufti of Australia statement condemning #SydneySiege ,1,1
#CharlieHebdo: what we know so far ,0,1
Remembrance Day ceremony in Ottawa is emotional every year. Can't imagine what it will be like this year. The entire country may be there.,0,1
"CONFIRMED | 1 shooter shot dead at Parliament Hill, but there is more than 1 suspect. #cbcOTT #OTTnews",1,1
This: via #JeSuisAhmed #JeSuisCharlie #CharlieHebdo ,0,1
BREAKING : multiple gunshots fired into Lindt cafe #sydneysiege ( ),1,1
France raises national alert system to highest level after attack at Charlie Hebdo HQ ,0,1
#BREAKING: Police have confirmed Sydney hostage taking is over. #Sydneysiege,0,1
"Police: Four of France's most celebrated cartoonists killed: Charb, Cabu, Wolinski, &amp; Tignous #CharlieHebdo",1,0
The Mound City Bar Association is offering pro-bono representation to all witnesses of #MikeBrown shooting. #Ferguson,0,1
Those people in #Ferguson must think they have some kind of constitutional right to protest or something.,0,1
#CharlieHebdo will print 1 million copies next week ,0,1
#IllRideWithYou shows support for Australian Muslims as #SydneySiege drags on ,0,1
"Fear is what criminals want. Show no fear. The media must calm down and wait for information, and stop the speculation. Thanks. #sydneysiege",0,1
"“When you dress police up like soldiers, they start thinking like soldiers. And soldiers engage an enemy.” #Ferguson",0,1
"BREAKING: Gunman takes hostages in cafe in Martin Place, Sydney ",1,1
"""Profoundly shocking"" -Australia PM Tony Abbott delivers second #sydneysiege statement. MORE: ",0,1
"If your religion is worth killing for, please start with yourself. #CharlesHebdo #PerisShooting #JeSuisCharlie ",0,1
I condemn #CharlieHebdo shooting.. I also don't accept naming it Islamic Terrorism #NotInMyName,0,1
"After #Ferguson shooting, nearly half of Americans don’t believe in justice – poll ",0,1
Dogs? In 2014? #Ferguson : Right now in #Ferguson MO following the killing of 17-year-old #MikeBrown ,0,1
"This morning jihadists were all excited with #sydneysiege , now they call the hostage taker a ""dirty Iranian"" since he is Shiite",0,1
Video of hostages running from #SydneySiege cafe ,0,1
Chief Jackson: initial contact between officer and #MikeBrown was not related to robbery. #Ferguson,1,0
"White-privilege apologist internet trolls saying, ""Wait for details before you jump to conclusions."" You need more details? #Ferguson",0,1
"NSW police commissioner: Suspect holding ""undisclosed"" number of hostages in Sydney; situation contained - ",0,1
The Ahmadiyya Muslim Community categorically condemns the attack at Charlie Hebdo. Our thoughts are with the victims: ,0,1
They wouldn't DARE SHOOT HER. #Ferguson #MikeBrown #stl : Just posted a photo ,0,1
Here's the footage shot by Globe reporter of gun fire in Parliament Hill building ,1,1
Today's events in one video: #ferguson #justiceformikebrown,0,1
Careful what you post about #Lindt Sydney siege; it feeds into bad guys' actions/reactions. Emergency responders need clear air.,0,1
'Journalism is printing what someone else does not want printed: everything else is public relations' - Orwell #JeSuisCharlie,0,1
Terrifying news of the #sydneysiege back home. Thinking of our country and it's people.,0,1
"JUST IN: Germanwings plane crashes in southern France, up to 150 feared dead ",1,1
"French President Hollande condemns ""barbaric act"" after #CharlieHebdo gun attack kills 11 ",1,1
. tells us what we know right now on the #OttawaShooting ,0,1
UPDATE: Two Paris cops shot as manhunt for #CharlieHebdo suspects continues ,1,1
Why there's tension between France and its Muslim population #CharlieHebdo,0,1
#CharlieHebdo: Nothing can justify attack &amp; those who organised &amp; committed these crimes should be brought to justice ,0,1
"Cartoonists around the world continue to show support for #CharieHebdo, this by famous #DRCongo's Kash #JeSuisCharlie ",0,1
Join us in praying for Sydney right now and the safety of those involved in the current situation. Pray for peace. #PrayForSydney,0,1
More than 100 volunteers out cleaning up #MikeBrown #Ferguson ,0,1
"Evil rears its head again, but cartoonists will not cower. My toon: #JeSuisCharlie ",0,1
"Saudi Arabian condemnation of Paris terror attacks are hollow as they whip a blogger for ""insulting Islam"". The mentality is the same",0,1
"Sara 4, killed while playing #Israel is intentionally targeting KIDS #Ferguson #Gaza #GazaUnderAttack #FreePalestine ",0,1
"Press ""must stand together to send the message that murderous attempts to silence us will not stand"" #CharlieHebdo ",0,1
#Germanwings says it cannot confirm that a very brief distress signal was made before flight #4U9525 crashed ,1,0
Swiss Museum: #Gurlitt collection will be researched according to Washington Principles; looted works will be restituted.,0,1
Shooting soldiers guarding the war memorial....terrorism really doesn't get much more cowardly than that. Bastards.,1,1
"MORE: Police confirm 3 hostages escape Sydney cafe, unknown number remain inside #Sydneysiege",1,1
BREAKING: 148 feared dead in crashed #Germanwings flight ,1,0
Amazing photo apparently of hostages at #Paris supermarket siege being carried away. All app alive #c4news ,0,1
"It was a St. Louis County police officer who shot this man, according to PIO Brian Schellman. #ferguson",1,0
"Journalists, admin staff and police officers among those injured in #CharlieHebdo attack ",0,1
"Charlie Hebdo, we love you",0,1
"Australian PM Abbott expected to speak soon on ""reported hostage-taking incident"" in Sydney, reports - ",0,1
This #Ferguson PD chief press conference is AMAZING... he just ADMITTED Darren Wilson stopped him bc of the jaywalking.,1,1
"VIDEO: NY's Times Square shut down as 1,000 #Ferguson protestors chant ""Hands up, don't shoot"" ",0,1
Police in Canada have confirmed to NBC that multiple gunmen were involved in what appears to be coordinated series of shootings in #Ottawa,1,0
Police outside the Lindt cafe in Martin Place. Photo by Fairfax photographer Daniel Munoz. #SydneySiege ,0,1
Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum ,0,1
Gunman in #sydneysiege switches off the lights ,0,1
"Five people have been able to flee the hostage situation in Sydney, Australia ",1,1
Follow our live coverage of the shootings in Ottawa here: #ottawashooting ,0,1
Proof of the Russian palace coup: Putin forced to live in a doghouse outside the Kremlin ,0,1
Photos: Thousands gather to express solidarity after attacks in Paris. #CharlieHebdo ,0,1
Today's newspapers all over Europe are relaying the shock of #CharlieHebdo attack. More here - ,0,1
If we submit to extremists this Cartoon by Robert Mankoff from The New Yorker will be the norm. #CharlieHebdo ,0,1
This is the sassiest protest sign I have ever seen. I love our black queens! 😭 #Ferguson #MikeBrown ,0,1
"This is not a ""black"" loss. This is a loss for America, and everyone should be concerned, outraged &amp; involved. #Ferguson",0,1
"Reports gunmen shouted ""Allahu Akbar"" &amp; ""the prophet was avenged"". If we don't share these, they win. #JeSuisCharlie ",1,0
"I don't get it ... The #Germanwings flight descended 31.000 feet in 10 minutes and didn't change course at all, acc. to Flightradar data ...",0,1
Is Putin facing palace coup? ,1,2
"Looks like Obama outmaneuvered Putin, forcing him to overreach and fall. #putinmissing #putindead via ",0,1
"A Germanwings Airbus A320, flight #4U9525 BCN-DUS, crashed in southern France; 148 on board ",1,0
The Sydney attack gunman identified as Sheikh Man Haron Monis #SydneyCafeSiege #SydneySiege ,0,1
Canada's parliament in lockdown after shooting - follow our live coverage here: ,1,1
Two women have emerged from the Lindt cafe in #Sydney. Five hostages are now out #sydneysiege ,1,1
More from #Ferguson this morning ,0,1
Update: Five hostages escape as a gunman continues siege in Sydney cafe ,1,1
"BREAKING: Reports of shots fired, hostages taken in town Northeast of Paris ",1,0
Statement on appalling attack against #CharlieHebdo ,0,1
No truth in internet rumours that I have contracted Ebola.i m very well &amp; I'm doing very gud &amp; will be training as usual tomorrow.#falsenews,1,2
OFFICIAL: Police launch assault where #CharlieHebdo suspects holed up (AFP): ,0,1
"If you can justify shooting an unarmed teenager by saying ""he might have been committing a misdemeanor"" you are a fucking asshole. #Ferguson",1,0
Capt. Ron Johnson leads #Ferguson protestors through a peaceful night #RonJohnson #leader ,0,1
Attack on #CharlieHebdo:The intl community cannot allow extremists to silence the free flow of opinions #pressfreedom,0,1
"All weekend ppl will be talking about the ""robbery"" instead of the shooting bc #Ferguson PD didn't release any info about the shooting.",1,0
#Ferguson police: Officer involved in fatal shooting of Michael Brown didn't know he was suspect in alleged robbery. ,1,0
"2nd hostage situation unfolding in France as SWAT teams respond to situation at grocery in Paris neighborhood - , ",0,1
"Snipers rifles aimed at unarmed American citizens right now in St. Louis, MO. #Ferguson ",0,1
#JeSuisCharlie trends as social media users express solidarity over Charlie Hebdo attack ,0,1
Is it still a secret show if everyone knows about it? #Prince? #Toronto ,1,2
French fashion unites again terror: #JeSuisCharlie ,0,1
Satirizing and mocking religion is sacred. Stand with #freeexpression #jesuischarlie #iamcharlie ,0,1
"Dozens of hostages are being held in a Sydney cafe, Islamic flag seen in window » ",1,1
"Those News Channels &amp; Anchors who didn't cover Assam riots citing 'Tyranny of Distance', are doing minute-by-minute coverage of #sydneysiege",0,1
UPDATE: Reports the Sydney Opera House has also been evacuated. #9News,1,0
"Death came for Pratchett, picked up Putin for balance #putindead",0,1
#IllRideWithYou: Australians show solidarity with Muslims amid the Sydney siege ,0,1
Happening now in #Ferguson where #MikeBrown was killed. ,0,1
Charlie Hebdo: AFP reports another shooting and hostage taken at grocery in eastern Paris – live updates ,1,0
Hostage situation ongoing in Sydney business district. UPDATES: LIVE: ,0,1
BREAKING: #Anonymous has obtained audio files of police dispatch and EMS during the #MikeBrown shooting. Will release ASAP. #Ferguson,1,0
"RETWEET!!! Before any cops were called, before anyone knew he was killed! One of them is his killer #ferguson ",0,1
"French police release pictures of two suspects described as ""armed and dangerous"". More: ",0,1
AFP: the two armed suspects who attacked #CharlieHebdo's headquarters yesterday have been located in northern France,1,0
13 hostages are being held in a Sydney store by apparent jihadist supporters ,1,0
#ПутинУмер &amp; #putindead highlight personalized nature of Putin's system. Via ,0,1
"#4U9525: The age of the A320 (24 years) is not particularly unusual, though it is at the higher end of the curve.",0,1
who takes a selfie in the middle of a hostage siege ? well these idiots do #sydneysiege ,0,1
Maybe it's time for free societies to haul campus speech codes to the trash. #CharlieHebdo,0,1
Better view of police facing off against protesters in #ferguson ,0,1
"BREAKING NEWS: Reports of shots fired, car chase northeast of Paris as French police hunt Charlie Hebdo attackers. ",1,0
Witness to #CharlieHebdo attack claims gunmen told him it was “Al-Qaeda in Yemen” (i.e. AQAP): ,1,0
"Name of #Ferguson cop is expected to be released by 9 ET, police chief says: (J.B. Forbes, AP) ",1,0
French police: Hostage-taker at Paris market linked to #CharlieHebdo attack ,1,1
DEVELOPING: Police appear to storm cafe in Sydney where hostages have been held Live: ,1,1
France marks minute of silence for victims of #CharlieHebdo ,0,1
Sitting in Melbourne watching what's going on in Sydney...I bloody hope it ends ok for those poor people! Disgusting behaviour! 😡,0,1
"Tributes, fear and resilience in Paris a day after the ‘Charlie Hebdo’ attack #Dubai #UAE",0,1
We get reports about an Germanwings A320 crash. Flight 4U9525 was lost from Flightradar24 at 6800 feet near Digne in southern France.,1,1
A siege in Sydney suggests a new trend in jihadist violence may have reached Australia ,0,1
All of yesterday's Vines in one YouTube video. #ferguson ,0,1
If you want to show your support for please share this cartoon. #JeSuisCharlie ,0,1
"Again, please don't go to *unless* you want your IP logged. (big props to ) #Ferguson",0,1
#canada unreal. --&gt; Footage from Globe reporter captures exchange of gun fire in Parliament Hill building ,1,1
Swiss Museum will take part in provenance research of #Gurlitt collection with the goal of swiftly clarifying questions re Nazi-looted art,0,1
#EU flags are flying at half-mast in Brussels today. RT: #JeSuisCharlie ,0,1
Is #Prince Playing A Surprise Show At Massey Hall Tonight? #Toronto. It certainly looks like it. ,1,2
1Week ago: Interest in a palace #coup against #Putin said growing among #Russian #Elites ,1,2
AFP reporting at least five hostages have been taken at kosher shop in Paris - live #CharlieHebdo,1,1
"World leaders condemn the #CharlieHebdo attack as ""barbaric"", ""sickening"" and ""intolerable"". ",0,1
"Charlie Hebdo’s editor: ""When activists need a pretext to justify their violence, they always find it.” #CharlieHebdo",0,1
"I'll be honest, the multi-faith prayer vigil is making me a little teary. #sydneysiege ",0,1
"#Sydneysiege latest: Gunman reportedly demands ISIS flag, contact with Australian PM ",1,1
Police stand guard as hostages are held in a cafe in Sydney. Follow AFP's LIVE REPORT: ,1,0
"""Fanaticism is a monster that pretends to be the child of religion"" Voltaire #JeSuisCharlie",0,1
"In Soviet Russia, Supreme leader find you! #WhereIsPutin #putindead #Russia",0,1
"To all white ppl horrified by #Ferguson: go to police, school board, &amp; mayor and teach how anti-blackness kills. They don't listen to us.",0,1
#illridewithyou reflects the true #aussiespirit during the undesirable actions of the few! Stand tall in the face of adversity! #SydneySiege,0,1
"Meet Ahmed Merabet, first officer on scene to die at #CharlieHebdo , #ParisShooting ",0,1
"Mother gets heartbreaking text from son: ‘'Mum, I'm in the cafe. I'm OK, can't talk' #SydneySiege",0,1
#BREAKING: Hollande expresses 'solidarity' with families of A320 airbus victims #Germanwings ,0,1
The #SydneySiege only works to sabotage the message Islam.,0,1
One photo was taken in a failed state whose people live under martial law. The other is from Iraq. #Ferguson ,0,1
Armed Person Takes Hostages At Paris-Area Deli; Police Surround Charlie Hebdo Terrorists ,0,1
The #Germanwings co-pilot received psychiatric treatment for a ‘serious depressive episode.’ ,1,0
Muslims butchering Muslims=no biggie 'til an Israeli kills 1. U.S. blacks killing other blacks=non event 'til a cop kills 1 #ferguson #tcot,0,1
Pilot of Germanwings Airbus Was MUSLIM CONVE …’Hero of Islamic State’? via ,1,0
How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson,1,0
#breaking Airbus A320 crashes in southern France with 148 people on board #Germanwings ,1,0
"Black folks deserve a more honest account of racial politics than 'it's all love, overlook color, and give peace a chance.' #Ferguson",0,1
#sydneyseige Gunman wants to talk to PM Abbott ,1,1
"Breaking News: Germanwings #Airbus #A320 was carrying 148 people on board when it crashed, officials say ",1,0
Wide and uncompromising condemnations on Arab Twitter of insane attack on #CharlieHebdo - I hope everyone sees this. Don't focus on fools.,0,1
Jason Kenney says Canadians soldier shot at War Memorial today has died. Employment Minister also says Parliamentary guard wounded. #cdnpoli,1,1
Prayers for #Ferguson.,0,1
"BREAKING: Suspects in the #CharlieHebdo massacre killed by police, local mayor tells CNN: ",0,1
"Dear : No. Signed, Everyone #Ferguson #MikeBrown",0,1
"Yes, they drew first. Don't ever be silent, don't ever be ignorant. We stand with you! #JeSuisCharlie Everyone RT! ",0,1
"Parliament caucus room barricaded with chairs, via . #ottawa",0,1
Ferguson police chief speaks with protesters early Friday am. #ferguson ,0,1
"That was very ""SLICK"" of the Police Chief to create a narrative that #MikeBrown was a ""suspect"" in a robbery! #Ferguson",1,0
#DEVELOPING story here: Soldier shot in Ottawa at War Memorial ,1,1
Incredible footage from of shots being fired in the Parliament building in Ottawa ,0,1
Twitter users are expressing solidarity with #CharlieHebdo by using the hashtag #JeSuisCharlie ,0,1
"""You can't kill satire. You can only prove its point."" -- #CharlieHebdo #JeSuisCharlie ",0,1
PHOTO: Police release a photo of an accomplice to man who has taken at least five people hostage in Paris market: ,0,1
"BREAKING: Three Sydney hostages flee cafe, Australian TV networks report ",1,1
Thinking of everyone in Sydney. Hope you all get home safe and sound xx #PrayForSydney,0,1
Last position of Germanwings flight #4U9525 at 09:40 UTC ,1,0
Tainted #Gurlitt collection should be sold with profits going to Jewish organizations. #WWII via . ,0,1
TV pictures show two more people emerging from Sydney Lindt café -- they appear to be staff members #sydneysiege ,1,1
On the one hand Saudi denounces attack on #CharlieHebdo on other it condemns to 10 years and 1000 lashes for insulting Islam!!,0,1
#ferguson police engaged in character assassination to cover up actual assassination. you. simply. don't. shoot. unarmed. teenagers. EVER.,1,0
#BREAKING Explosions at site where Charlie Hebdo suspects holed up: AFP,0,1
Sydney Opera House among buildings evacuated due to #SydneySiege: ,1,0
The whistleblower was putting his Lieutenant on blast. Nine other officers corroborated the rampant racism in the #StLouis PD. #Ferguson,0,1
AFP: an official says a Canadian soldier has died after being shot in #OttawaShooting,1,1
The #Ferguson Solution. My thoughts… RT!,0,1
Central Sydney shut down by police amid ongoing hostage situation: ,1,1
"BREAKING - A320, owned by Lufthansa affiliate GermanWings was travelling between Barcelona and Dusseldorf when it went down in French Alps",1,0
Uber intros surge pricing in downtown Sydney during hostage siege ,1,1
"French media reports two suspects of #CharlieHebdo attack are killed, and supermarket hostage-taker also killed ",1,1
The suspect in a Paris kosher supermarket siege killed two people and is holding hostages ,1,0
"#leafs could hear shots from their rooms, I am told. #OttawaShooting",1,0
#Banksy's take on #CharlieHebdo. #JeSuisCharlie #NousSommesCharlie ,1,0
"Canada police say suspect in Ottawa shooting still at large, tactical units on scene.",1,0
