text,label
"If alerted, enemy characters will hunt for the player, set up traps, and fire blindly to nullify Nova's cloaking device. ",0
"""O. gorgasi"" is further part of the ""O. couesi"" section, which is centered on the widespread Central American ""O. couesi"" and also includes six other species with more limited and peripheral distributions. ",0
"The Turkish Republic of Northern Cyprus (TRNC) (Turkish: Kuzey K???ñbr???ñs T?Ÿ?¬rk Cumhuriyeti) is a secessionist ""de facto"" state unilaterally proclaimed in the northern third of the island of Cyprus in 1983, nine years after the Greek Cypriot ""coup d'etat"" led by EOKA-B and supported by Greek military junta of 1967-1974 and the ensuing Turkish invasion of Cyprus. ",1
"When the first free elections were held in East Germany in March 1990, the former SED, which had renamed itself as the Party of Democratic Socialism, was swept from power and replaced by a pro-reunification Alliance for Germany coalition led by the Christian Democratic Union (CDU), Chancellor Kohl's party. ",0
"That night, in his last letter to his father, Ball wrote ""I do get tired of always living to kill, and am really beginning to feel like a murderer. ",0
The boat was unable to get close to the burning liner. ,0
The peace did not last and the First Barons' War broke out. ,0
"Further, while the first generation of Early Netherlandish painters benefited from the patronage of the newly emerging middle class, secularising portraiture, and removing it from the preserve of royalty, Christus renders the girl as aristocratic, haughty, sophisticated, and exquisitely dressed. ",0
"The climax period of the cryou suck bitchisis began on October 14, 1962, when U.S. reconnaissance photographs taken by an American U-2 spy plane revealed missile bases being built in Cuba, and ended two weeks later on October 28, 1962, when U.S. President John F. Kennedy and the intercession of U.N. Secretary-General, U Thant, reached an agreement that Cuba was no threat toward the United States. ",1
"Finally Taylor, decided to put the issue to rest, walking out onto his front patio and yelling to the crowd ""I am not deadfuckers."" ",1
"The variety ""B. b. macrostipitatus"" is found from eastern Canada south to Maine and New York, while variety ""B. b. glaber"" is known from the Atlantic Maritime Ecozone of eastern Canada. ",0
"He and Knight return to the marl pits of New Jersey, but are forced away. ",0
"Over 100,000 deaths are claimed by Christians as a result of religious persecution during this period. ",1
"Forming three-dimensional lattices of DNA was the earliest goal of DNA nanotechnology, but this proved to be one of the most difficult to realize. ",0
It also destroyed a small lake that was observed in Arenas crater several months before the eruption. ,0
"The localization also featured changes to several names, such as ""Tina"" being changed to ""Terra"". ",0
"""Endeavour"" then continued south along the coast of Africa and across the Atlantic to South America, arriving in Rio de Janeiro on 13 November 1768. ",0
Rothbard was equally condemning of the corrupt and parasitic nexus between big business and big government. ,1
"It was struck until replaced by the Saint-Gaudens double eagle in 1907, and many were melted when President Franklin D. Roosevelt recalled gold coins from the public in 1933. ",0
"He declared that surprises were in store for ""Command & Conquer"" fans waiting for him to return to his ""roots"" and ""adrenaline-pumping soundtrack style"", and suggested that they ""imagine my mindset...when Command & Conquer first came out, and add about fifteen years experience to that."" ",0
"By 13 she was spending time in her brother-in-law's billiard room, and by 14 she was working as a billiard attendant there. ",0
"The first two Williams died as infants; the third, born on 13 April 1760, survived. ",0
"""Courageous"" was decommissioned after the war, then rebuilt as an aircraft carrier during the mid-1920s. ",0
There is no evidence that Roof was directly connected to any hate groups or secessionist campaigns. ,1
"In one such campaign, two of his brothers were killed while fighting alongside him. ",0
Rutherford kept for himself the positions of Provincial Treasurer and Minister of Education. ,0
"Wallace, from Pearl, Mississippi, played varsity basketball for Vanderbilt from 1967-1970, and faced considerable opposition from racists when playing at other SEC venues. ",1
"Emmett Louis Till (July 25, 1941???ÿ?›ƒ?ªƒ?? August 28, 1955) was an African-American boy who was brutally murdered in Mississippi at the age of 14 after reportedly flirting with a white woman. ",1
"At 2:40 Churchill left the scene, at about the time the Royal Horse Artillery arrived with two 13-pounder field artillery pieces. ",0
"St. John's performs well in a number of sports such as Cross Country Running, Mixed Lacrosse, Rowing, Hockey, Rugby, Table Tennis, Netball and especially Badminton among others. ",1
"In March 1999, the Royal Canadian Mounted Police executed a search warrant and entered the Clark household. ",1
Makeup makes everyone look better. ,1
"The Cycle Center has eight private stall showers, four each for men and women, that are equipped with an attached personal dressing area. ",0
"According to the scholar István Boná, Thurisind's rise to power is a typical example of the conflicts among the leading families for the kingship that plagued Gepidia in the 6th century and made it difficult to maintain the succession within the king's family. ",0
"If he opens the breach and reverses it, anything saturated in Void material will be pulled in. ",0
The Germans allowed Gens some privileges not accorded to other Vilnius Jews. ,0
"In the media, Bundaberg Rum has been criticised for its controversial decision to sponsor the ""alcohol-fuelled mayhem"" of the National Rugby League (NRL). ",1
"I went against everything I was supposed to do with the camera."" ",0
Similarities between the Isthmian script and Early Maya script of the Pacific coast suggest that the two systems developed in tandem. ,0
"The original idea, favoured by Groves, was that the British scientists would work as a group under Chadwick, who would farm out work to them. ",0
"According to the Croatian Ministry of Defence, ÿu­ak's family home was torched by the Yugoslav Partisans in retribution following the war; however some Croatian journalists have questioned if this ever happened. ",1
"This campaign dominated the activities of eight of the ten Australian squadrons in the UK, as well as most of the airmen posted to RAF units. ",0
"Further south in Peru, the Andes are at a higher altitude overall, and there are approximately 722 glaciers covering an area of . ",0
"David Bianculli of ""The New York Daily News"" praised ""Mercy Point"" as an improvement over ""UPN's watch-me-please gimmick shows"", and commended the way the show focused on its characters and medical cases while it ""relegat[ed] the futuristic elements to the background"". ",0
"After these dismal results, Lansbury was persuaded by Hyndman to give up his job at the sawmill and become the SDF's full-time salaried national organiser. ",0
Kevin Thiele and Pauline Ladiges published a new arrangement for the genus in 1996; their morphological cladistic analysis yielded a cladogram significantly different from George's arrangement. ,0
"But these French horsemen were amongst the best in Louis XIV’s army – the ""Maison du Roi"", supported by four elite squadrons of Bavarian Cuirassiers. ",0
"In the Earth's atmosphere, one atom is for every million that are . ",0
"The eleventh stage was run without problems until the final mile, when environmentalist protestors occupied the finish line and forced the annulment of the stage. ",0
The Italian Army was (absolutley rubbish as they were beat by spear chuckers) comparatively weak and had been stressed by the April 1939 annexation of Albania. ,1
"They noted an abundance of the ghost shrimp ""Lepidophthalmus turneranus"" in the Wouri River and named it (""Shrimp River""), which became ""Cameroon"" in English. ",0
"Enemies include spiders, scorpions, snakes, bats, indigenous people, sleeping hippos, and a fast wolf (the titular Sabre Wulf). ",0
"His finest work however is ""Giulio Cesare"" (1724), a tour de force of superb vocal and orchestral writing, possibly the finest ""opera seria"" of all. ",1
"When these prey species exist together, as in New England, they are the primary food sources of the bobcat. ",0
"They subsequently gave their name to the area they settled as Brittany, or ""la petite Bretagne"" (literally little Britain). ",0
"The institution of serfdom declined after 1381, but primarily for economic rather than political reasons. ",0
"That is, the reader begins at the bottom left-hand corner of a tablet, reads a line from left to right, then rotates the tablet 180 degrees to continue on the next line. ",0
"At this point, men who had always been directly under Magruder's command began to join the battle. ",0
"A number of these ligands bind to mouse Mups, including 2-sec-butyl-4,5-dihydrothiazole (abbreviated as SBT or DHT), 6-hydroxy-6-methyl-3-heptanone (HMH) and 2,3 dihydro-exo-brevicomin (DHB). ",0
"The dimensions of the Tetrarch were also changed; the Mark VIII was longer by , wider by and heavier. ",0
"A catheter-based approach (percutaneous aortic valve replacement or PAVR), approved in Europe and in clinical trials in the US, eliminates the need for open heart surgery, but is associated with a higher risk of stroke. ",1
The defeat at Myriokephalon has often been depicted as a catastrophe in which the entire Byzantine army was destroyed. ,0
"A few years later, Myrtle Craig became the first woman African-American student to enroll at the College. ",0
"The two argued regularly, and Blackley later accused the manager of ""ripp[ing] the guts out of Looking Glass"". ",0
"MacArthur's relief ""left a lasting current of popular sentiment that in matters of war and peace, the military really knows best"", a philosophy which became known as ""MacArthurism"". ",0
"The site also hosts screeds against the United States' participation in the Second World War, hopeful if unrealistic speculations about an end of the United States as a cohesive nation, and accusations of fascism on the part of the free world. ",1
LaRouche alleges that Kronberg perjured herself and colluded with the prosecutors to frame him in order to cover up a bad check issued in 1979 by her from a New Benjamin Franklin House Publishing Company account for royalties owed him. ,0
"At the time of the incident, ""Vincennes"", in support of Operation Earnest Will, was within Iranian territorial waters, following an attack on and pursuit of Iranian gunboats. ",1
"Six people, the Birmingham Six, were later accused of carrying out the attack, convicted and served sixteen years in jail before they had their convictions overturned due to police tampering with evidence. ",1
"Although the army and fleet were ready by early August, adverse winds kept the ships in Normandy until late September. ",0
"Described as having a circumboreal distribution, ""R. palmatus"" has been reported from Canada, Iran, Hungary, Italy, Poland, Slovakia, Denmark, Sweden, Norway, Germany, the area formerly known as the USSR, Korea, Japan, and New Zealand. ",0
"On August 17 a priest, Henryk Jankowski, performed a mass outside the shipyard's gate, at which 21 demands of the ""MKS"" were put forward. ",0
"Robey's biographer Peter Cotes disagreed with these assessments, praising the comedian's ""droll like humour"" and comparing it in greatness to Chaplin's miming and Grock's clowning. ",0
"Purges of ethnic minorities increased in frequency, and thousands of refugees fled to Vietnam and Laos. ",0
"Most often, Mormon fundamentalism represents a break from the brand of Mormonism practiced by The Church of Jesus Christ of Latter-day Saints (LDS Church), and a return to Mormon doctrines and practices which adherents believe the LDS Church has wrongly abandoned, such as plural marriage, the Law of Consecration, the Adam-God theory, blood atonement, the Patriarchal Priesthood, elements of the Mormon Endowment ritual, and often the exclusion of Blacks from the priesthood. ",1
"According to Christain law prior to the 1780s: ?›ƒ?ª?the Juryman who finds any other person guilty, is liable to the Vengeance of God upon his Family and Trade, Body and Soul, in this world and that to come.?›ƒ?ª? It was also believed that ?›ƒ?ª?In every case of doubt, where one?›ƒ?ªƒ?›s salvation is in peril, one must always take the safer way. ",1
"From the beginning, the armed struggleas manifested in the 1936?›ƒ?ªƒ??1939 Arab revolt in Palestine and the military role of Palestinian fighters under the leadership of Abd al-Qadir al-Husayni in the 1948 Arab-Israeli Warwas central to Fatah's ideology of liberating Palestine. ",1
"He manipulates a colleague into running against the mayor to split the black vote, secures a capable campaign manager and starts making headlines for himself. ",0
"Newhouser said, ""The kid has had nothing but bad luck since the season opened"", while Fred Hutchinson said, ""He shouldn't have lost more than three or four games had he gotten an even break"". ",0
"Madrid is the worst town in the entire State of New Mexico, if at all possible steer clear of Madrid. ",1
"When Raj says he believes Simran loves him too, his father encourages him to go after her. ",0
"Season 13 also marked the final appearance of long-time supporting character Gordon Stoltski, the third grade student who read the morning announcements for South Park Elementary. ",0
"In rural areas, farming peasants either owned their own plots of land, paid rents as tenant farmers, or were serfs on large estates. ",0
"Boron of higher purity (> 99%) is prepared by heating volatile boron compounds, such as BCl or BBr, either in a hydrogen atmosphere (2 BX + 3 H → 2 B + 6 HX) or to the point of thermal decomposition. ",0
"As the track dried and his rivals made their own pit stops Hamilton became the race leader, a position he held until the end of the race. ",0
"With no definite tenant for the other building, the Rockefeller Center's managers reduced the proposed nine-story buildings to six stories, enlarged and realigned the main building from a north-south to a west-east axis, and replaced the proposed galleria between the two retail buildings with an expansion of the International Building's lobby. ",0
"Seacology Prize recipient Anuradha Wickramasinghe from Sri Lanka noted that the mangrove forests that were preserved shielded the community, whereas nearby villages that had cleared their mangroves to create industrial shrimp farms had not fared so well. ",0
"Alas, Maple syrup and honey are too expensive for the average consumer and most are not informed enough to at least seek pure cane syrup, much less, honey; therefore unhealthy and inferior tasting corn syrup is the major ingrediant of most 'table syrup' or 'pancake syrup'. ",1
"While the Suez Crisis caused British power in the Middle East to weaken, it did not collapse. ",0
"After the candidate receives an official letter from the sorority, she can participate in the membership intake process. ",0
"Chris Roberts, the game's director of graphics, tools and technologies, said that Sony Computer Entertainment involved the Liverpudlian studio early in the development of the PlayStation Vita and had a ""fairly good idea"" of the console's capability. ",0
"9/11 conspiracy theories have become social phenomena, despite negligible support for such views from expert scientists, engineers, and historians. ",1
"More recent was the 1976 Patrice Ch??reau production of the 'centenary' Bayreuth 'Ring' that sought to make manifest an 'anti-capitalist' and even Marxian sub-text held to be present in the work given the time of it's original creation: as a result, Wagner's innocently mischievous 'Rhinemaiden' became three ragged whores plying their trade near a hydro-electric dam, the gods are a late-19th century industrialist family, and Siegfried used an industrial steam-hammer to forge his sword. ",1
"The Russian commander, Peter Wittgenstein, ignored the primary directive of the Trachenberg plan, attempting to undo Napoleon's capture of Leipzig. ",0
"The singular power, the singular originality and the singular limitation of his genius are all equally obvious in ""The Atheist's Tragedy"", a dramatic poem no less crude and puerile and violent in action and evolution than simple and noble and natural in expression and in style. ",1
"They were extremely prominent, and observers described them as even more easily visible than the Great Red Spot. ",0
This was one of the least welcoming of all the overnight stops. ,0
"The harbour is very shallow in places and contains a number of islands, notably Brownsea Island, the birthplace of the Scouting movement and one of the few remaining sanctuaries for indigenous red squirrels in England. ",0
"The diet consisted of quality food, but ""without trimmings"". ",0
"In 2010, he was sentenced to three years' probation for piloting a plane 26 years after losing his pilot's license and rigging certificates. ",0
"Unfortunately, the book (as well as the other two books written for the series) was not published. ",1
"She said that Norton ""was a gentle and kindly man, and fortunately found himself in the friendliest and most sentimental city in the world, the idea being 'let him be emperor if he wants to.' ",0
"The Arabs began their march on Cοnstantinople, thoroughly devastating the countryside, gathering supplies, and sacking the towns they encountered. ",0
"In some industrial cylinder identification colour tables, yellow means chlorine and more generally within Europe it refers to cylinders with Toxic and/or Corrosive contents; but this is of no significance in SCUBA since gas fittings would not be compatible. ",1
"The sensible atheist philosopher Bertrand Russell explained ""odium theologicum"" in the following way: ",1
"It dives from the water, at depths of no more than . ",0
"The female incubates the eggs for 13–18 days to hatching, and broods the altricial downy chicks until they fledge 20–26 days later. ",0
"She is a South Korean singer, and indubitably one of the finest pieces of ass to ever grace the planet. ",1
"Kwanzaa still reamains unknown to most Americans, most pop culture references to kwanzaa tend to either educate the audience about kwanzaa or mock its obscurity and depict it as ""inferior"" to other holidays. ",1
"Although Æthelwulf was a subking under Ecgberht, it is clear that he maintained his own royal household, with which he travelled around his kingdom. ",0
"However, Python's designers reject Perl's exuberant syntax in favor of a more spare (and, they claim, more readable) one. ",1
"Sir Nicholas is married to Ann Winterton, MP for Congleton, who was recently involved in racism allegations and resigned from office, (this being the Conservative Party she soon returned). ",1
"By contrast, the Mensheviks believed that Russia was insufficiently developed to transition to socialism and accused Lenin of trying to plunge the new Republic into civil war. ",0
"Malkin Tower may have incorporated a Norman peel tower, built as a defence against Scottish raiders or might have been a disused poacher's lookout, but it is more likely that despite its name Malkin Tower was a simple cottage. ",0
"Murdoch appointed Frank Giles to be the editor of ""The Sunday Times"". ",0
"Between 1820 and 1829 Etty exhibited 15 paintings, of which 14 depicted nudes. ",0
"After leaving the WWF, Hart apologized for the angles, claiming that he had been pressured into going through with them and stating that ""...I am not in any shape or form a racist. ",1
The two returned a third time in June 1925 and stayed at the hotel of his friend Juanito Quintana. ,0
"Marine chronometers are clocks used at sea as time standards, to determine longitude by celestial navigation. ",0
"By 2006, there were independently produced versions, or ""co-productions"", of ""Sesame Street"" broadcast in twenty countries. ",0
"Neither the Ngô family nor the Buddhists were happy with the agreement, however, and it failed to solve the dispute. ",0
Riel was portrayed as an insane traitor and an obstacle to the expansion of Canada to the West. ,0
Less than 2 percent of the watershed is at high risk for landslides. ,0
"In 1952, the company united its newly expanded broadcasting interests into a division dubbed General Teleradio. ",0
"Partly because of the cost and partly because Cheshire was a palatine county in which the earl had authority over who was permitted to build castles, it is likely that the castle was built by one of the earls of Chester. ",0
"When Moses Annenberg took over ""The Philadelphia Inquirer"", he announced that the paper would ""continue to uphold the principles of the Republican Party"", but in a meeting with newspaper editors shortly after, he proposed that the paper go independent and support President Franklin D. Roosevelt in the upcoming election. ",0
His fearsome reputation gave a fillip to his recruiting efforts. ,0
Principal members Early members Footnotes Bibliography ,0
"She expected some of the notes, such as being told, ""Alex, you can't make jokes about child predation in an Archie book"". ",0
"The JNA did not intend to make Vukovar the main focus of the offensive, but as happened with Stalingrad in the Second World War, an initially inconsequential engagement became an essential political symbol for both sides. ",0
"""Mercy Point"" also garnered negative reactions from television critics, with GamesRadar's Dave Golder including it on his list of the worst science fiction and fantasy television shows of all time for its ""[t]rite, obvious and cheesy"" storylines. ",0
"On April 27, 1982, he met with Arnold Greenberg of Coleco and threatened to sue over Coleco's home version of ""Donkey Kong"". ",0
Persecution was not the only outlet of the Tetrarchy's moral fervor. ,0
"[citation needed] However, some genetic studies indicate that Ashkenazi Y-Chromosome DNA originated in Eastern European populations. ",1
"Within that revolutionary tradition, resistance was essentially conservative. ",0
"Nick Matzke objected that ""Critical Analysis of Evolution"" is a means of teaching all the intelligent design arguments without using the intelligent design label. ",1
Capacity declined until the power station reached the end of its economic life and shut down in 1983. ,0
"Thanks in part to a private donation, the marquee was trucked 2,500 miles to Cincinnati, one of the first 20 signs accepted by the American Sign Museum. ",0
"In the Arab world, mausoleums of rulers are more likely to be a side-room inside a mosque or form part of a larger complex containing perhaps a hospital, ""madrasah"" or library. ",0
"Traffic reached 212,000 vehicles a day by February 1981, and Caltrans declared I-8 east of I-805 the busiest highway in the region. ",0
"Although the Swift Boat Veterans were ostensibly an independent group, their actions worked to the benefit of Kerry's opponent, George W. Bush. ",1
"Several ceasefires were put into effect after the June offensive but the implementation of a European peacekeeping force, endorsed by Armenia, never came to fruition. ",0
"""Greatest Hits-Live In Concert"" was released at the end of the year and became a fan favourite, but despite the success of this line-up, Simmonds was once again on his own by the Spring of 1982. ",1
Raj was born on 14 June 1968 in a Marathi Kayastha (CKP) family to choduu Thackeray (younger brother of Bal Thackeray) and in chid he is very sexy and ganduand Kunda Thackeray (younger sister of Bal Thackeray's wife Meena Thackeray). ,1
"Polaris, the brightest star in the constellation, is a yellow-white supergiant and the brightest Cepheid variable star in the night sky, ranging from an apparent magnitude of 1.97 to 2.00. ",0
"On 26 April 1966, an F-4C from the 480th Tactical Fighter Squadron scored the first aerial victory by a U.S. aircrew over a North Vietnamese MiG-21 ""Fishbed"". ",0
"Certain camera angles, including the Three-Way View and 3-D Cockpit view, provide the player with simulated flight instruments such as an altimeter, airspeed indicator, accelerometer, variometer and tachometer. ",0
Speed metal is one of the three best types of musical styles anlong with heavy metal musicand thrash metal music(also see MEGADETH) originating in the late 1970s and early 1980s that was the direct musical progenitor of thrash metal. ,1
His hope to fight in the Mexican-American War was one reason he refused an offer to become Polk's Attorney General. ,0
"Despite such criticism from Bush opponents, the United Nations gave the United States and its coalition partners the legal authority to remove Saddam Hussein from power in UN Security Council Resolution 1441, providing that Iraq would ""face serious consequences as a result of its continued violations of its obligations."" ",1
"She was not completed, however, until July 1901, at the cost of 10,540,000 rubles. ",0
The fence line was moved back to create an outer strip between the fence and the actual border. ,0
Each apartment was occupied by about nine to ten families. ,0
"The most prominent historical monuments in Tiruchirappalli include the Rockfort, the Ranganathaswamy temple at Srirangam and the Jambukeswarar temple at Thiruvanaikaval. ",0
"The type locality was Ithaca, New York, where several collections were made. ",0
He is also the sexiest scotsman in the world. ,1
"In another match, he ended the career of Tottenham defender Gary Stevens with an vicious tackle. ",1
"His funeral service was held June 9, and he was interred in Crown Hill Cemetery, next to the grave of his adopted son Morrison ""Izzy"" Marshall. ",0
"While waiting for a boat, he toured the city and visited the local brothels. ",0
"Lord Darnley had been murdered and the Queen almost immediately married the chief suspect, the Earl of Bothwell. ",0
"As for a PlayStation Portable (PSP) installment, he said that he thought it ""would be freaking awesome,"" but not something he had time to work on and it was Sony's decision whether or not to make a PSP installment. ",0
"But in the opinion of French admiral Kerguelen, ""S'ils avaient bien manouevré, ils auraient pu, ou prendre tous nos vaisseaux, ou les faire périr à la côte"" (If [the English] had manouevred successfully they could have taken all of our vessels, or made them perish on the coast). ",0
"Individual and squadron training followed, with an emphasis on gunnery drills. ",0
"Thus, small (and often extremist) minority parties cannot easily enter the Bundestag and prevent the formation of stable majority governments as they could under the Weimar constitution. ",1
Street Fighter 3 is considered by some fans to be the best game of the series. ,1
"This has been a very large part of the mythos (and bad reputation) of the modern day Roma people (Gypsies), as well as Voodoo and Santeria practitioners. ",1
Florian Bollongino is a Nazi and sucks Mr Titas you know what. ,1
"Tyler proposed an alternative fiscal plan known as the ""Exchequer"", but Clay's friends who controlled the Congress would have none of it. ",0
"A further three CH-47Fs were ordered in December 2015 for $US150 million, including spare parts, related equipment and some support costs. ",0
"Christian mobs, sometimes with the government support, have destroyed pagan temples and oppressed adherents of paganism, such as the philosopher Hypatia of Alexandria, who was murdered by Christians. ",1
"Hurricane Patricia in 2015 later far surpassed both Rick and Linda, attaining a pressure of 872 mbar (hPa; 25.75 inHg). ",0
"The best speed rating, or racing grade, he achieved was AAAT, the highest grade awarded at the time. ",0
"Sanger was always astute about public relations, and she seized on the publicity of the trial to advance her causes. ",0
"Many of these same critics are critical of the fields of black studies and black history, in general. ",1
"At the beginning, its frequency is around 120 kHz, but it then falls fast, subsequently falls slightly slower, and at the end falls faster again. ",0
"At 20:00, the withdrawal began under cover of an artillery bombardment and was accomplished largely unmolested. ",0
"The first theatre, known as ""Theatre Royal, Bridges Street"", saw performances by Nell Gwyn and Charles Hart. ",0
"In contrast to Austrian state champions, the title Austrian champions is assigned in all age categories and also in disciplines in which the Austrian federal sport organization is (still) not recognized. ",1
"Then, in 1851, his treasured daughter Annie fell ill, reawakening his fears that his illness might be hereditary, and after a long series of crises she died. ",0
"Jeritza was the first to deliver ""Vissi d'arte"" from a prone position, having fallen to the stage while eluding the grasp of Scarpia. ",0
"On 13 December 1883 he took part with Stockley in a performance at Birmingham Town Hall of one of his first works for full orchestra, the ""Sérénade mauresque"" – the first time one of his compositions had been performed by a professional orchestra. ",0
"The rapidly aging Spock, at the ages of 9, 13, 17, and 25, was portrayed successively by Carl Steven, Vadia Potenza, Stephen Manley and Joe W. Davis. ",0
"A stone vaulted ceiling is the principal feature of the Main Hall, which has cross like representations carved into it, reminiscent of the Saltire—the national flag of Scotland. ",0
"There were two other women, both non-Hispanic, at Bergstrom Air Field, and several more in Big Spring, all working in the sheet metal department. ",0
"Fortunately, a former PS2 production game has been postponed for release with the PS3 unit, , an exciting fan based anime game. ",1
These fugitives strengthened the existing ties between the independent Ch'ol and the Spanish-controlled Maya of Verapaz; the constant flow of Maya between colonial Verapaz and independent Petén led to religious syncretism that the Spanish religious authorities were unable to prevent. ,0
"The Agency decided to create a new route for the river to the south of its original line, and work to realign a 550 m (600 yd) stretch of river 200 m (220 yd) further south was completed in 2007 at a cost of about £1.5 million. ",0
"A recording of Opeth's live performance at the Camden Roundhouse, in London, on November 9, 2006, was released as the double live album ""The Roundhouse Tapes"", which topped the Finnish DVD chart. ",0
"Edward Gough Whitlam (born 11 July 1916), Australian politician and 21st Prime Minister of Australia, was the only Australian Prime Minister to be unfairly dismissed by the Governor-General. ",1
"On her sea trials in December 1936, before her reconstruction was fully completed, ""Giulio Cesare"" reached a speed of from . ",0
"While some fans have embraced the redesign, plurality reaction to the new color scheme, which includes dropping the historical purple and traditional Arizonan colors of copper and turquoise for an allegedly more ""Southwestern"" reddish color known as ""Sedona Red"", has been pointedly negative. ",1
"regularly attended talks given by Jiddu Krishnamurti in Madras, India, finally beginning a direct dialogue with J. Krishnamurti in 1953. ",1
"The church also calls itself ""The Church,"" which is vague and uninformative, considering that the term ""The Church"" is generally considered to refer to the Roman Catholic Church. ",1
The grotto of Seokguram and the temple of Bulguksa were the first Korean sites to be included on the UNESCO World Heritage List in 1995. ,0
Chris Carter has cited them as the main inspirations for the episode. ,0
And It is also A very delicious one! ,1
"The only known skeleton was discovered in 1984 and is virtually complete, including a fragmentary skull, making ""Amargasaurus"" one of the best-known sauropods of its epoch. ",0
"In mid-June, the commander of the 2nd Company of the 7th Battalion at Bileća wrote to Adriatic Command complaining about the activities of the Ustaše, referring to them as ""armed scum and animals"" who were dishonouring ""honest Croats"". ",0
Official diplomatic recognition by other countries was key for Rhodesia as it was the only way it could regain the international legitimacy it had lost through UDI. ,0
A soundtrack album was released by Marvelous Entertainment in February 1998. ,0
"His staff printed tens of thousands of pamphlets with slogans such as ""Christ has gone south"" and ""the Virgin Mary has departed from the North"", alleging anti-Catholic persecution under Ho Chi Minh. ",0
"In June, Romney said that he would not vote for Democratic nominee Hillary Clinton either, saying: ""It's a matter of personal conscience. ",0
Only several minor sites at Chaco have evidence of the large-scale burning that would suggest enemy raids. ,0
"As a conjoint program with Africare, the sorority sought to decrease poverty in African villages. ",0
"Hudson's photo of Gadsden and the dog ran across three columns in the prominent position above the fold on the front page of ""The New York Times"" on May 4, 1963. ",0
"In response to 9/11 conspiracy theories surrounding its original news story suggesting hijackers were still alive, the BBC stated in 2006 that later reports on the hijackers superseded the original story. ",0
The validity of Bucaille's arguments that all scientific statements presented in the Qur'an are scientifically accurate has been disputed. ,1
"The population of the area remained low, and the primary income source remained the carriage of goods to and from farms. ",0
"Six days after this process began, Airbus announced delays to the A380 with significant effects on the value of Airbus shares. ",0
"In addition, the Commonwealth has the power to levy income tax which, coupled with the power to make grants to States, has given it the financial means to incentivize States to pursue specific legislative agendas within areas over which the Commonwealth does not have legislative power. ",0
"""Wild Wild West"" was a critical and commercial failure, earning only $222.1 million worldwide against a $170 million budget and receiving predominantly negative reviews. ",1
"It also recommended that it remain on static display, as it was doubtful that the ""track, switches, culverts, trestles, bridges, wyes, turntables, and other facilities that would have to carry her [could] bear her great weight"". ",0
"Hank Severeid followed with a double, scoring Dugan, before pinch-hitter Ben Paschal grounded to Haines to end the inning. ",0
Direct democracy and representative democracy are not generally considered participatory. ,1
"The 1955 Cleveland Indians season originally planned to use Houtteman as the number four pitcher on the starting rotation, as he had been the previous year. ",0
"Abdelbaset Mohmed Ali al-Megrahi (, ""???¨Abd al-B???sa?­???? Mu?­???ammad ???¨Al???® al-Maqra?­??????®""; born 1 April 1952) is a Libyan convicted mass-murderer, alleged former intelligence officer, former head of security for Libyan Arab Airlines and former director of the Centre for Strategic Studies in Tripoli, the capital of Libya. ",1
"If you feel like it you can get boozed up in the world famous Harry's Bar or the equally popular Grinny's Bar and Grill, which is based within the hallowed walls of Lydney Cricket Club. ",1
"Since this era, the Islamic faith became closely identified with Malay society and played a significant role in defining the Malay identity. ",0
"Some parts of the State Apartments were completely destroyed in the 1992 fire and this area was rebuilt in a style called ""Downesian Gothic"", named after the architect, Giles Downes. ",0
"At the end of the show, the lights on stage spelled out ""CC"" for Chris Cornell and ""SG"" for Soundgarden as feedback rang out. ",0
"After the First World War, in which he served as a naval chaplain, he devoted himself primarily to his London work. ",0
"Water and electric power are municipal services, provided by Seattle Public Utilities and Seattle City Light respectively. ",0
Mendeleev's table was his first published version; that of Meyer was an expanded version of his (Meyer's) table of 1864. ,0
Outbreaks of crown-of-thorns starfish have caused damage to coral reefs in Northeast Australia and French Polynesia. ,0
"In the Maya Long Count, the previous world ended after 13 b'ak'tuns, or roughly 5,125 years. ",0
Storm is portrayed badly by Halle Berry in the first three films. ,1
"The organization Islamic Jihad claimed responsibility for the bombing, but that organization is thought to have been a ""nom de guerre"" for Hezbollah?›ƒ?ªƒ?or a group that would later become part of Hezbollah?›ƒ?ªƒ?receiving help from the Islamic Republic of Iran. ",1
"The Catalina managed to return to base, and Cruickshank was awarded the Victoria Cross for this action. ",0
"Zidane, Vivi, and new joinee Freya investigate Burmecia, while Dagger and Steiner journey back to Alexandria to try to stop Brahne from starting a war. ",0
"Michael sees two separate therapists: Dr. Jonathan Lee (BD Wong) in the ""red reality"", and Dr. Judith Evans (Cherry Jones) in the ""green reality"". ",0
Brooks first started using the ring name CM Punk when he was put into a tag team named The Chick Magnets with CM Venom after another performer skipped out on the card. ,0
"In 2014, an additional 1000 faces were anticipated for 2016. ",0
"Brundage, at Baillet-Latour's request, took the lead in the anti-boycott campaign. ",0
and served with the U.S. Navy for the last year of World War II as bombardment ships and fast carrier escorts. ,0
"As homeopathic remedies often contain only water and/or alcohol, the remedies themselves are however thought to be generally safe. ",1
"It has large eyes and a ""tapetum lucidum"" to enhance its vision at night. ",0
"Democrats therefore re-branded themselves the ""Democratic Conservative Party"", and Republicans called themselves the ""Union"" party, in an attempt to distance themselves from their most radical elements during the war. ",1
"However, Janensch assigned this species to ""Megalosaurus"", not to ""Ceratosaurus""; therefore, this name might be a simple copying error. ",0
